Code,Title,Description,Severity,Classification
09115,No direct openings into sleeping rooms cargo/mach.,"MLC and ILO conventions forbid that living quarters open directly into cargo spaces or machinery spaces (to avoid fumes, noise). If PSC finds a cabin door that opens into, say, a cargo hold or engine room (perhaps on a retrofitted ship), that’s a serious design flaw. It can expose crew to hazardous atmosphere (e.g., cargo vapors leaking in). They would likely detain until that opening is sealed or cabin relocated, because it’s a direct threat to crew health. Score 8.",8,Process
09116,Furnishings,"Crew cabins must have adequate furniture (bed, desk, locker). If furnishings are missing or in disrepair (no locker for clothes, etc.), it’s a minor MLC non-compliance. PSC will require providing those but it’s low severity.",3,Process
09117,"Berth dimensions, etc.","Bunk size and arrangement must meet minimums. If bunks are too small or stacked more than 2 high without special exemption, it’s a technical violation. Not likely to cause detention; PSC notes it and owners eventually must rectify (especially on older ships that might not fully comply). Low severity.",3,Process
09118,Clear head,"Accommodation headroom must be at least a certain height (e.g., 2 meters in cabins per MLC). If some areas have less (older ships might have narrow headroom), it’s a minor deficiency unless it’s egregious (crew constantly hitting heads). PSC usually would not detain for this on existing ships – it might be grandfathered or need addressing at next refit. Very low severity.",2,Process
09119,Messroom (location),"The mess and recreational facilities should be located away from work areas (not in engine room, etc.). If the design is odd, PSC might note it, but unless it clearly violates MLC guidelines, it’s minor.",2,Process
09120,Oil skin locker,"There should be a place (drying locker) for wet work clothing (oilskins) outside of sleeping rooms. If not provided, crew might have to dry wet gear in cabins, causing dampness. Minor issue; PSC might mention it if missing, but not a detention item.",2,Process
09121,Laundry,"Crew must have access to laundry facilities (washing machine, etc.). If none or inadequate (say 20 crew and a single domestic washer that’s broken), it’s an inconvenience but also hygiene issue long-term. PSC will note it – moderate-low severity; requires fix but not urgent.",3,Process
09122,Record of inspection (Accommodation),"MLC requires the master or designated officer to inspect accommodation and catering facilities regularly (often weekly) and record the inspections. If no records, it suggests the ship isn’t monitoring living conditions. PSC will cite the lack of documentation (and possibly scrutinize conditions more). It’s a procedural MLC issue – moderate-low severity itself.",3,Process
09124,"Galley, handlingroom (maintenance)","(Note: Code jump from .22 to .24 implies some codes reserved .23). The galley and food handling areas must be clean and well-maintained. PSC frequently checks for galley cleanliness, functioning cooking equipment, proper food storage (e.g., no flaking paint above food prep areas). If the galley is filthy or equipment like stoves or fridges are broken, it can cause food-borne illness or fire. They’ll require immediate deep cleaning or equipment repair. Score 5 – important for crew health; serious deficiencies here can contribute to MLC detentions if food safety is at risk.",5,Process
09127,Cleanliness,"General cleanliness of accommodation and galley. If living spaces are very dirty (beyond just untidy – e.g., mold growth, garbage not emptied, floors grimy), that’s a health hazard and reflects poor management. PSC will give a deficiency and may require a thorough cleaning before departure (especially galley, provisions stores, toilets). If extreme (vermin, etc.), could detain on MLC grounds until clean2】. Score 6.",6,Process
09128,Provisions quantity,"(MLC Reg.3.2) Adequate food stores for voyage must be on board. If PSC calculates or observes that provisions are insufficient for number of crew and duration (or crew complain of food shortages), it’s detainable under MLC. Cases have occurred where PSC held ships in port until they took more food because starving crew is obviously unacceptable. Score 8 – directly affects crew survival and morale.",8,Process
09129,Provisions quality,"Food quality (not spoiled, good nutritional value) is as important as quantity. If PSC finds spoiled meat in the freezer, perished vegetables, or crew raise issues of sub-standard food (e.g., insect-infested rice), they will act. They may detain or give the ship a short deadline to load fresh supplies before saili2】. This is high severity on welfare grounds – bad food can cause sickness and violates MLC.",8,Process
09130,"Water, pipes, tanks","(MLC Reg.3.2) Potable water supply must be sufficient and safe. If freshwater tanks are contaminated (rust, algae) or the evaporation plant is not producing enough water, or if PSC tests water and finds it unsafe (bacteria), it’s very serious. Ships have been detained for not providing safe drinking water. The crew cannot survive without potable water – PSC will require immediate remedy (e.g., take water from shore, clean tanks) before departure. Score 8.",8,Process
09131,Cold room,"The cold storage room’s condition (structure) – e.g., if the insulation or door seals are damaged, the room may not stay cold. If it struggles to maintain temperature, food could spoil. PSC will cite if the freezer/fridge can’t keep things frozen – moderate severity, needs repair to avoid food loss (and then ties into provision quality).",5,Process
09132,Cold room temperature,"PSC may check that the meat freezer is at or below -18°C and fridges ~4°C. If not (say freezer is -5°C only), food may be slowly spoiling. They will insist on fixing the refrigeration plant. It’s a moderate health issue – if outside safe ranges, could cause food poisoning.",5,Process
09133,Cold room cleanliness,"The cleanliness of refrigerated stores: if there’s old spilled food, blood, etc., it can breed bacteria. PSC would require a cleaning. Important for hygiene but relatively easily fixed – score 4.",4,Process
09134,Food personal hygiene,"Are cooks and galley staff following hygiene practices (hair nets, hand washing, etc.). PSC might not directly observe day-to-day, but they check if the cook has a health certificate in some ports and general galley practice. If very poor hygiene (e.g., no soap for handwashing in galley), it’s moderate – could cause crew illness.",5,Process
09135,Food temperature,"Whether hot food is kept hot and cold food cold to prevent bacterial growth. PSC might note if, for example, the ship isn’t using a bain-marie to keep buffet food warm. It’s a minor point usually – they could advise better practice. Low severity unless clear risk (like cooked food left out for hours).",4,Process
09136,Food segregation,"Storing raw and cooked foods separately, and allergens separate, etc. If PSC sees raw meat stored above vegetables (dripping contamination), they’ll instruct correcting it. It’s a minor training issue. Score 3.",3,Process
09137,Record of inspection,"MLC expects the master or designate to inspect provisions, galley, and record it (often weekly along with accommodation inspection). If records of these inspections aren’t present, it implies they might not be done (leading to issues like spoiled food going unnoticed). It’s a minor procedural deficiency.",3,Process
09198,Other (crew and accommodation),"Other crew living condition issues not captured above – possibly things like lack of privacy, or no onboard recreational facilities, etc. Severity moderate by default; depends on specific issue.",5,Process
09199,Other (food),Other catering-related issues – perhaps missing catering crew qualifications or special dietary provisions not given. Generally moderate.,5,Process
00092,Working and Living Conditions - Working Conditions,,,Process
09201,Ventilation (Working spaces),"Ventilation in engine room, workshop, etc., must remove heat and fumes. If engine room ventilation fans are not working, temperatures can soar, risking heatstroke for engineers and even machinery overheating. PSC will cite and possibly require manned engine room with open doors (compromise that can introduce other hazards) or fix fans. Moderate severity – needs remedy for crew comfort and safety.",5,Process
09202,Heating,"E.g., heating on the bridge in Arctic service or in deck workshops in cold weather. If inadequately heated, crew could suffer in cold, but usually personal protective clothing mitigates it. Minor in most cases.",3,Process
09203,Lighting (Working spaces),"Poor lighting in engine rooms, cargo holds during work, or deck working areas at night can cause accidents (trips, falls, misreading gauges). PSC often notes if engine room lighting is very dim (many lights out). They’ll require replacing bulbs/fix circuits. Moderate severity – easily fixable but important for safety.",5,Process
09204,Safe means of access,"A broad requirement that all areas crew must access (e.g., to handle cargo, go aloft, enter holds) have safe ladders, gangways, gratings, and are free of obstacles. If PSC sees crew climbing on improvised platforms or a missing section of catwalk with no guardrail, they respond strongly. Falls from height or into the sea are leading causes of maritime fatalities. For example, a gangway without a safety net or a broken pilot ladder step is often an immediate detention until fixed because it’s imminently dangerous. Score 8.",8,Process
09205,Safe means of access shore - ship,"Specifically the ship’s gangway or accommodation ladder for port access. If it’s unsafe (broken steps, no safety net, too short, excessive angle), both crew and port visitors/pilots are in danger. PSC and port state authorities routinely detain ships for dangerously rigged gangways or will stop operations until corrected, as falls from gangways are unfortunately common. This is high severity – in many jurisdictions, a ship won’t be cleared if the boarding arrangement isn’t as per regulations. Score 8.",8,Process
09206,"Safe means of access deck - hold/tank, etc.","Access into holds, cargo tanks, cofferdams, etc., must be via proper ladders and platforms. If a hold ladder is wasted or missing rungs, or no proper tank entry ladder is provided, crew could fall tens of feet. PSC will definitely require repair before those spaces are entered. If critical for cargo operations (e.g., no safe way to inspect hold), they might delay loading. Score 7.",7,Process
09207,"Obstruction/slipping, etc.","Decks and workspaces should be free of obstructions and slip hazards. Oil spills, ropes on deck, ice, or clutter can cause accidents. PSC notes these hazards (e.g., “oxygen cylinders stored in escape route” or “oil on engine room plates”). Usually not a detention unless extremely unsafe (like whole decks are an obstacle course), but must be rectified immediately (clean the oil, tidy up). Moderate.",5,Process
09208,Protection machinery,"Machinery must have guards (rotating couplings, fan belts), and hot surfaces must be insulated (overlaps with 09109 for accommodation; here in work spaces). PSC frequently finds missing guards on engine rotating parts or exposed high-temperature exhausts. That’s a direct crew safety risk – people can be mangled or burned. They will likely detain or at least issue a condition that guard be installed immediately, because it’s a clear ISM failure (per SOLAS Ch II-1 and OSHA standards) when protective guards are abse4】. Score 6 (could be higher if multiple critical guards missing – might then be an ISM detention).",6,Process
09209,Electrical,"Electrical safety in work areas: all electrical equipment should be properly maintained (no exposed live wires, grounding in place). If PSC sees, say, an open electrical panel with live busbars in the engine room, or portable electric tools not grounded, they’ll cite it. Risk of electrocution and electrical fires is high. Possibly detention if the condition is severe (e.g., main switchboard has exposed parts – definitely detain until fixed as it’s lethal). Average 6, with scope to 9 for really extreme cases.",6,Process
09210,Machinery,"General machinery condition: oil leaks, excessive vibration, temporary repairs. If PSC observes something like jerry-rigged machinery fixes (e.g., a flywheel held with makeshift clamps) or major leaks, they’ll involve class. It’s broad; often class handles it. We give 5 unless it clearly overlaps a more specific code (like quick-closing leak – then it’s covered under 07117).",5,Process
09211,Steam pipes and pressure pipes,"All high-pressure steam and air pipes must be insulated (to prevent burns) and maintained (to prevent ruptures). Leaking steam is nearly invisible and can kill. PSC checking engine rooms will note missing insulation on steam lines (burn hazard) and any signs of leaks (hissing, etc.). If a steam line leak is detected, that’s an immediate detention until fixed (danger of explosion or serious burn). Even just missing lagging is serious – crew can get 3rd degree burns from touching a 400°F steam pipe. Score 7.",7,Process
09212,Danger areas,"This might refer to marking of hazardous areas (like “danger – high voltage” by electrical panels, or delineating forklift lanes). If signage for dangerous areas is absent, it’s a minor issue but can contribute to accidents. PSC will recommend proper marking. Low-moderate.",4,Process
09213,Gas instruments,"Duplicating 06105 in effect: means portable gas detectors for enclosed space entry (oxygen meter, explosimeter) as well as fixed gas detection systems in certain spaces (pump rooms on tankers, CO₂ room, etc.). If these are missing or uncalibrated, it’s extremely dangerous – crew could walk into toxic or low-O₂ space and collapse (there have been numerous fatalities). PSC often detains ships that lack working gas detectors, citing it under both safety (SOLAS III and MLC) and health provisio8】. Score 8. (We gave 8 for 06105 as well).",8,Process
09214,Emergency cleaning devices,"This likely refers to eyewash stations and safety showers in engine room or near chemical transfer areas. If a crew member gets acid or fuel on skin/eyes and no emergency shower/eyewash is available, injuries worsen. MARPOL and IBC Code require those in some areas (e.g., near acid chemical pump). PSC will note if, say, the eyewash is non-functional or shower corroded. They’ll require fix but may not detain unless dealing with really hazardous cargo with no shower. Moderate.",5,Process
09216,Personal equipment,"Crew personal protective equipment: hard hats, safety shoes, harnesses for work aloft, protective gloves, etc. MLC and ISM require that PPE is provided and used. If PSC sees crew working cargo with no helmets, or no fall-arrest gear for work aloft, they cite unsafe practice. They might not detain (they typically stop the job until PPE is donned), but it flags company safety culture issues. Score 5 – important, though easily correctable by distributing gear.",5,Process
09217,Warning notices,"Safety warning signs (e.g., “Danger – Moving Machinery” or “Use Ear Protection” in engine room) should be posted. If lacking, it’s minor – doesn’t physically stop an accident but is part of safety management. PSC will suggest posting appropriate warnings. Low severity.",3,Process
09218,Protection machines/parts,"Overlaps with 09208; likely the same idea of machine guards. Possibly one code is for static protections (fencing off dangerous areas) and one for guards directly on machines. In any case, unprotected moving parts = severe hazard. We scored 6 before, and likewise here. PSC sometimes uses one code or the other; both highlight need for guarding.",6,Process
09219,"Pipes, wires (insulation)",Overlaps with 09109 and 09209: here specifically in working spaces context. Uninsulated hot pipes or uninsulated live electrical wiring in work areas. This is exactly the hazard we discussed: risk of burns/shocks. PSC will demand insulation be restored. Score 6.,6,Process
09220,Structural features (ship),"This is broad: might refer to ergonomic or structural design aspects that could cause accidents (like steep stairways with no non-slip treads, low beams not padded). If PSC finds a structural aspect that is inherently unsafe, they note it. E.g., if a ship has a razor-sharp coaming edge where crew frequently step – they’d suggest padding it. Moderate by itself.",5,Process
09221,Entry dangerous spaces,"Similar to 09213/06105: ensuring safe entry procedures for dangerous spaces (enclosed spaces, ballast tanks). If PSC observes (or crew admit) that they don’t follow enclosed space entry procedures (no permit system, no ventilation or testing before entry), this is a major ISM failure and life-threatening practice. PSC will likely detain the vessel under ISM until proper procedures and training are in pla8】. Score 8 – extremely severe because multiple asphyxiation deaths have occurred due to poor practice.",8,Process
09223,"Gangway, accommodation-ladder",Duplicate of 09205 likely (perhaps one code is ILO reference and one IMO). We already rated gangway safety high (8). Same justification: unsafe gangway is a well-known immediate danger.,8,Process
09224,Stowage of cargo,"If PSC sees cargo (especially breakbulk) not properly stowed or secured – e.g., heavy machinery on deck without lashing or containers not locked – they will act. Shifting cargo can capsize a ship or cause hull damage. They may detain the ship until cargo is re-stowed or secured properly. This is fairly common for heavy lift or project cargo ships arriving with inadequate lashing. Score 7 – high severity because immediate stability risk in bad weather.",7,Process
09225,Loading and unloading equipment,"Ship’s cargo gear (cranes, derricks, ramps) must be safe. If a cargo crane’s limit switches fail or a ramp’s securing mechanism is faulty, accidents (crane collapse or ramp failure) can occur. PSC or port state might detain or prohibit use of the equipment until repaired and tested. For example, if a ramp cannot be secured, a ro-ro can’t sail because the ramp also acts as a watertight door. Score 7 – critical for safe cargo ops and preventing accidents.",7,Process
09226,Holds and tanks safety,"Safety of accessing and working in cargo holds/tanks: e.g., proper lighting, gas-free status, safe footing. If PSC notes, say, no fixed lighting in holds and crew using ad-hoc lights, they might cite it (especially if it could ignite fumes in tankers). Or if holds/tanks haven’t been cleaned of dangerous residues, etc. We give 6 – important to correct to ensure safe entry/maintenance.",6,Process
09227,Ropes and wires,"This refers to the condition of mooring ropes and wires (and possibly towing wires, lifting slings, etc., but mooring lines are a known focus). Many mooring accidents happen due to parted lines. PSC often inspects mooring lines for wear. Heavily chafed or damaged lines = deficiency. They may detain a vessel in port until dangerously frayed mooring lines are replaced, as a parted line can snap-back and kill cr9】. Score 7 – mooring safety is a big deal; in extreme cases (multiple rotten lines), it’s unseaworthy for safe berthing.",7,Process
09228,Anchoring devices,"Anchors, anchor cables, windlass must be in good order. If an anchor is missing, or windlass brakes don’t hold, the ship might not be able to anchor in an emergency or could drag anchor. PSC will likely detain if, say, both anchors are lost or windlass is non-functional, because the ship has no means to stop safely if propulsion fails. Even one missing anchor is often a deficiency requiring rectification (per Load Line regs). Score 7.",7,Process
09229,Winches and capstans,"Mooring winches and capstans should be operational and with effective brakes. If mooring winch brakes slip (can lead to uncontrolled pay-out of line) or a capstan motor is dead where needed for mooring, it’s hazardous. PSC will insist on repair; they might allow a short-term workaround (like using a tug at departure if one winch is out) but it’s a serious safety and operational efficiency issue. Moderate-high severity, 6.",6,Process
09230,Adequate lighting - mooring arrangements,"Working decks for mooring should have proper lighting for night operations so crew can see and avoid snap-back zones. If mooring decks are dark due to failed lights, PSC will note it. This is relatively simple to fix (replace deck light bulbs). They might delay night-time sailing until lighting is fixed or provide temporary lights. Moderate.",5,Process
09232,Cleanliness of engine room,"(ISM Code/Oil pollution) A dirty, oil-soaked engine room is a fire and pollution hazard. PSC and USCG frequently detain ships for excessive oil in engine roo4】 – pooled oil in bilges or soaked lagging can ignite, and also often indicates illegal pumping overboard if not properly disposed. If an engine room is very grimy with oil, PSC presumes poor maintenance and possible non-compliance with MARPOL (like bypassing the OWS). Detentions are common under both fire safety and pollution prevention grounds. Score 9 – it’s one of the more common serious deficiencies leading to detention (requiring immediate cleanup and fixing leaks).",9,Process
09233,Guards / fencing around dangerous machinery parts,"(Similar to 09208/09218) If dangerous areas like rotating equipment aren’t fenced off or guarded to prevent crew entering hazard zones, it’s unsafe. Think of an unfenced opening to moving machinery. PSC expects such areas to have physical barriers. If not, they will cite it. It’s moderate-high in that it should be fixed but is often straightforward (install a railing, etc.).",6,Process
09234,Night working for seafarer under the age of 18,"(MLC A1.1) Seafarers under 18 should not work at night (exceptions apply for training). If PSC finds a 17-year-old cadet is put on night watch routinely, that violates MLC. It’s a labor rights issue; they’ll cite it and require ending that practice immediately. Possibly a deficiency to be rectified by reassigning hours. Score 6 – significant for that individual’s rights and rest.",6,Process
09235,Fitness for duty - work and rest hours,"(STCW Section A-VIII/1 & MLC A2.3) Compliance with rest hour regulations is critical to prevent fatigue (implicated in many accidents). If PSC finds chronic violations of work/rest hours (via logbooks or crew interviews), it’s a serious issue. Multiple port states (especially in Paris MoU) detain ships for extensive rest hour non-compliance, as fatigued crew endanger safe navigati7】. This is often treated as an ISM failure. Score 8 – high because fatigue can directly cause collisions/groundings. PSC will demand manning changes or schedule changes to comply before departure.",8,Process
09236,Legal documentation on work and rest hours,"If the vessel isn’t properly recording work/rest hours (or records are obviously falsified – e.g., every entry 08-16 work, 16-00 rest with no variation), PSC will note it. It could imply crew are exceeding limits and doctoring logs. The act of missing or fudging records is moderate severity itself (a compliance issue), but it strongly hints at 09235 issues (fatigue), which are severe. Alone, 5; but usually coupled with 09235.",5,Process
09237,Fitness for duty - intoxication,"(STCW Code V) If PSC observes or has evidence that a crew member, especially a watchkeeper, is intoxicated by alcohol or drugs while on duty, it’s an immediate detention scenario. SOLAS V/BRM principles and many national laws forbid watchkeeping under influence. There have been casualties (Exxon Valdez, etc.) tied to intoxication. PSC will remove the person from duty and likely detain the vessel until a sober replacement is found or the crew is manag3】. This is essentially a zero-tolerance area. Score 10 – poses immediate extreme risk to safe navigation.",10,Process
09297,Other (working space ILO),"Any other working condition issue per ILO/MLC not listed (maybe ergonomic issues, or lack of proper lifting equipment forcing unsafe manual lifts). Typically moderate.",5,Process
09298,Other (accident prevention),"Other miscellaneous safety precautions (could overlap ISM; e.g., no safety committee, or no risk assessments being done). Moderate default.",5,Process
09299,Other (mooring),"Any mooring-related safety issue not captured (maybe lack of identified snap-back zones, or poor lead of ropes). Mooring is high-risk, so we give 6 by default – actual severity depends on the specific issue but mooring practices are under scrutiny due to many crew injuries.",6,Process
00010,Safety of Navigation,,,Process
10101,Pilot ladders and hoist/pilot transfer arrangements,"(SOLAS V/Reg.23 & IMO Res.) The arrangement to embark/disembark pilots (pilot ladder, accommodation ladder combination, pilot hoist if used) must meet strict standards. If it’s unsafe (defective steps, improper rigging, manropes missing), pilots can refuse to board and PSC will detain or delay the ship until corrected. Many pilot fatalities have occurred due to improper ladders, so this is high priority. PSC often inspects pilot ladders before departure; a non-compliant ladder (e.g., worn steps) is usually detainable until replaced. Score 8.",8,Process
10102,Type approval equipment,"All mandatory nav equipment (radar, gyro, ECDIS, etc.) must be of approved types meeting IMO performance standards. If the ship installed a non-approved gadget (say a commercial GPS not type-approved for SOLAS), PSC will note it. The equipment might function, but not being approved is a compliance issue. They’ll likely require eventual replacement with approved unit. Low severity short-term (as long as it works), but the ship is technically in violation.",4,Process
10103,Radar,"(SOLAS V) At least one (usually two) functioning radars are required. If both radars are non-operational, the ship is effectively “blind” to other vessels – a clear detention. Even one radar failure is serious, though if the second radar works, they might allow sailing to next port for repair (with increased caution). Given collisions often result from lack of radar plotting, PSC is strict. Score 9 – no ship should sail in restricted visibility or traffic without radar. (Often if one of two radars is out, deficiency is given Code 17 to fix before departure or at next port latest.)",9,Process
10104,Gyro compass,"(SOLAS V) The gyrocompass provides stable heading information to the bridge and to auto-pilot, radar displays, etc. If it fails, the ship must rely on magnetic compass which is less precise and cannot feed autopilot or ARPA effectively. Many ships have two gyros; if one fails but other works, that’s a deficiency but not an immediate danger. If no gyro at all, that’s detainable especially in coastal/traffic areas (the ship would lose ARPA target tracking and steering precision). Score 8 – crucial for navigation. PSC often requires at least one operational gyro and evidence the second will be fixed quickly.",8,Process
10105,Magnetic compass,"(SOLAS V) The magnetic compass (with deviation card) is a backup to gyro. If the magnetic compass is not operational (e.g., liquid leaked out or frozen) or no deviation table available, that’s a deficiency. If the gyro is healthy, it’s not an immediate hazard, but still the only emergency heading reference if power is lost. PSC will usually require it be repaired/calibrated at the next port (not usually detainable if gyro works, except maybe in high latitude where gyro is less reliable). Score 6.",6,Process
10106,Compass correction log,"Vessels must log compass deviations and adjustments. If the compass has not been swung for deviation recently or no deviation card is present, accuracy is uncertain. PSC will note this – minor issue unless the magnetic compass is the only compass and uncorrected (then it’s more serious). Typically low severity.",3,Process
10107,Automatic radar plotting aid (ARPA),"SOLAS requires vessels of certain size to have ARPA or other means for collision plotting. If the radar is functioning but ARPA feature is inoperative, the bridge can still use manual plotting or other aids, but it increases workload and possibility of error. PSC will cite an inoperable ARPA and likely require repair. But if at least one radar with ARPA works, they won’t detain for a second radar’s ARPA issue alone. Moderate severity. (If no ARPA at all on a ship that must have it, that’s more serious – likely code 17 to fix before departure or in port if in busy waters.)",5,Process
10109,"Lights, shapes, sound-signals","(COLREGs) The ship’s navigation lights (running lights, anchor lights), day shapes (like anchor ball, etc.), and sound signaling apparatus (ship’s whistle, bell) must be correct and operational. If running lights are not working properly, the ship is virtually invisible or conveys wrong status at night – a huge collision risk. PSC often tests nav lights; a failed light (say stern light out) is often grounds for detention until fixed or at least must be fixed by nightfa1】. Sound signal failure (e.g., whistle not sounding) also very serious in fog. Score 9 – collision avoidance basics. A ship will not be allowed to sail until nav lights and whistle are in full order (in some ports, they might let it go in daytime to next port if weather clear, but it’s typically expedite-fix in port).",9,Process
10110,Signalling lamp,"SOLAS requires an Morse signal lamp on bridge (with spare bulbs) for visual communications. If it’s missing or not working, it’s a minor issue in modern times (rarely used except maybe naval convoys or as backup). PSC will note it but it’s low severity – just replace the bulb or lamp.",3,Process
10111,Charts,"(SOLAS V) The ship must carry all up-to-date nautical charts for the intended voyage (or have an approved ECDIS). Not having proper charts is one of the most frequent detention causes historically – because navigating without correct charts is extremely dangero4】. PSC will check paper chart folios or ECDIS ENC permits. Missing critical charts or using outdated ones (not corrected for latest notices) is grounds for immediate detention. For example, if sailing to a port and no large-scale approach chart on board, the ship cannot safely navigate there. Score 10. (With ECDIS, if official ENCs for the route are not available or not used, same severity – detention until proper electronic charts installed.)",10,Process
10112,Electronic charts (ECDIS),"If the ship is required to have ECDIS and it’s not functional or not updated with current ENCs, that’s very serious. Many detentions involve ECDIS issues nowadays (e.g., using expired ENC licenses, or the officers not trained on ECDIS). If ECDIS is primary means and it fails, the ship must either have adequate paper charts as backup or fix the ECDIS. PSC will detain if neither proper paper backup nor ECDIS is available. Score 9. Even if paper charts are on board (optional backup on some ships), an inoperable mandated ECDIS is a major deficiency to be fixed promptly.",9,Process
10113,Automatic Identification System (AIS),"(SOLAS V) AIS transmits the ship’s identity and position to others and shore. If AIS is not working, vessels in vicinity or VTS lose a key collision avoidance tool, and in some areas it’s illegal to sail without AIS. PSC will often not let a ship sail through busy waters or particularly US/Europe will fine or detain for AIS off. Score 7 – important for safety/security. A short-term allowance might be given (like “sail directly to repair port in open ocean and fix AIS”) but generally must be restored ASAP.",7,Process
10114,Voyage Data Recorder (VDR) / Simplified Voyage Data Recorder (S-VDR),"(SOLAS V) VDR is the “black box” that records navigation data and bridge audio for incident investigation. If not working, it doesn’t directly affect current voyage safety – it’s for after-the-fact analysis. However, it’s required equipment. PSC will give a deficiency and typically require it fixed within 30 days or before next voyage (some flag States allow a single voyage with it inoperative if reported). Not usually detainable on the spot, but must be resolved. Score 6 (important for investigation, but not a real-time safety device).",6,Process
10115,GNSS receiver/terrestrial radio navigation system,"(SOLAS V) The ship needs a positioning system (nowadays GPS or other Global Navigation Satellite System). If GPS is completely down and no backup like LORAN (which is rare now) or even celestial nav proficiency, the ship can’t safely navigate beyond visual references. PSC will likely detain a vessel without any working electronic position-fixing ability, especially in coastal waters. Score 7 – critical equipment. (If one of two GPS is down, not as severe, but at least one must work).",7,Process
10116,Nautical publications,"Publications like Sailing Directions, Tide Tables, List of Lights, Notice to Mariners, etc., must be on board and updated. If some are missing or very outdated, it’s a deficiency. E.g., not having current Tide Tables for a port with big tides can be dangerous. PSC will require obtaining the missing pubs (often available in digital form nowadays). Score 5 – navigationally important but easier to mitigate by getting info by other means in short term, so moderate.",5,Process
10117,Echo sounder,"(SOLAS V) The echo sounder provides depth under keel. If it’s not operational, the ship can’t detect shoaling in uncharted or dynamic seabeds and risks grounding. In confined or shallow routes, that’s extremely risky. PSC will consider detaining or at least requiring single voyage permission with extreme caution if an echo sounder is down. Typically must be repaired promptly. Score 7.",7,Process
10118,Speed and distance indicator,"A ship’s speed log (through-water or over-ground) is useful for navigation (especially for true water speed in currents, and for auto-slip control on CPP, etc.). If it’s broken, the ship can still estimate speed via GPS (speed over ground) and propulsion settings. It’s a minor deficiency; PSC will note it but likely not detain for just a log failure. Score 4.",4,Process
10119,Rudder angle indicator,"Displays the rudder angle on bridge. If not working, the helmsman cannot confirm rudder response except by feel or visually looking aft (impractical). In pilotage or precise maneuvering, that’s dangerous. If it fails during a PSC observed maneuver or test, they will insist on repair. Possibly not detain if in open ocean transit, but definitely before next port arrival it should be fixed. Score 6.",6,Process
10120,Revolution counter,"Shows propeller or engine RPM on bridge. If it’s out, the bridge might not precisely know engine output (though they have telegraph orders and feedback from ECR). Workaround: bridge can communicate with engine room for RPM info. Not critical for safety in most cases, though docking maneuvers benefit from it. PSC will note and require fixing but it’s low severity.",4,Process
10121,Variable pitch indicator,"For ships with CPP, bridge needs to know the blade pitch set. If that indicator fails, it’s difficult to judge propulsion output (they could infer from engine load or by trial). This is moderately important, especially for close-quarters handling. PSC would treat it similar to RPM indicator – need to fix, but ship can navigate with caution in interim. Score 5.",5,Process
10122,Rate-of-turn indicator,"Indicates how fast the ship is turning (yaw rate). Useful for pilots and in narrow channels. Not strictly required outside certain vessels. If it’s broken, navigator can manage by visual and compass cue, but it removes a helpful instrument. PSC will cite it but not detain solely for this if everything else is okay. Low severity.",4,Process
10123,International code of signals- SOLAS,"The code flags and signal reference for sending messages (like two-flag codes for medical, etc.). Must be carried (usually as a book). If missing, minor – seldom used nowadays due to radio, but required. PSC will instruct to obtain it.",2,Process
10124,Life-saving signals,"A poster or book of life-saving signals (signals between ship and rescue units) must be on bridge. If absent, minor (only used during SAR; rescuers usually know them). PSC notes it, low severity.",2,Process
10125,Use of the automatic pilot,"Possibly ensuring there are procedures posted or crew knowledge for switching between hand steering and autopilot (and warning about limitations of autopilot in heavy traffic). Some SOLAS guidance requires a notice on bridge “Automatic pilot shall be turned off in areas of high traffic”. If not posted or crew unaware, PSC might give a mild deficiency (bridge team management). Low severity.",3,Process
10126,Records of drills and steering gear tests,"SOLAS V requires testing steering gear within 12h before departure and logging it, as well as regular emergency steering drills. If PSC finds no record of pre-departure steering tests or that steering drills aren’t logged, it’s a procedural lapse. Given how critical steering failures are, PSC takes it seriously from an ISM perspective (ensuring the crew actually tests steering). They will cite it and likely verify a steering test while they are on board. Moderate severity (lack of compliance could lead to undetected steering problems).",4,Process
10127,Voyage or passage plan,"(SOLAS V Rule 34) Before each voyage, the bridge must prepare a berth-to-berth passage plan (considering shallow areas, no-go zones). If PSC asks for the voyage plan and the OOW can’t produce it (or it’s extremely inadequate), that’s a navigation safety gap and an ISM failure in bridge procedures. Many PSC regimes will detain or at least strongly admonish a vessel without a proper passage plan in pilotage waters (especially after Cosco Busan and other incidents). Score 5 – easy to fix (make a plan), but absence indicates poor safety culture.",5,Process
10128,Navigation bridge visibility,"SOLAS V prescribes minimum bridge visibility (forward of bow not obscured >2 ship lengths, etc.). If deck cargo or structural elements violate these limits, the ship is technically unseaworthy in that regard. PSC and port state control (like Canadian authorities) have delayed ships that arrived with visibility impeded (e.g., stacked containers too high blocking view). If, for example, a bulk carrier’s deck crane stowed position seriously blocks forward view and no alternative conning position exists, PSC would require correction (like adjusting cargo stow or use of a camera system) or restrict operations (must sail in daylight only). Score 7 – directly affects safe navigation.",7,Process
10129,Navigation records,"Navigation activities must be recorded (position in logbook, courses, etc.). If logkeeping is poor or records like echo sounder readings in restricted waters are not kept, PSC will note it as an ISM deficiency. Not immediately dangerous by itself, but reflects on bridge team discipline. Low severity, though could support a detention if combined with major nav failures.",3,Process
