Code,Title,Description,Paris MOU Recommendations,AMSA Trends,AMSA Recommendations,Tokyo MOU Trends,Tokyo MOU Recommendations,Paris MOU Trends,Mapped Questions-Internal,Mapped Questions-External
8110,Closing watertight doors alarm,"Watertight doors (esp. on passenger ships) have an audible alarm that sounds before they shut (to warn people to clear the way). If this alarm fails, someone could be caught and crushed by a door closing remotely. This is more a personnel safety issue than ship survivability. PSC will note and require it fixed – moderate-low severity. (Some authorities might consider it MLC-related to crew safety.)",,NCP 2024-25: Watertight integrity & maintenance,Test closing watertight door alarms; repair faulty alarms; ensure alarms activate when doors are left open; incorporate into routine maintenance.,,,,Cargo hold water ingress alarms - function test and records?,
8199,Other (alarms),"Any other alarm system not specifically listed (e.g., flood detection alarm in spaces, or cargo smoke alarms perhaps). Severity depends on what alarm it is. As a baseline, missing or broken alarms reduce safety margins, so moderate severity default. If it’s an alarm for a critical function, PSC will treat it as such (possibly detainable); if minor, then just require repair.",,,,,,,Calibration record of ER alarms/trips in PMS?,
9,Working and Living Conditions - Living conditions,,,,,,,,,
9101,Minimum age,"(MLC A1.1) Seafarers under 16 (or under 18 for night work/hazardous duties) are generally prohibited. If PSC finds an underage crew member, it’s a serious violation of international labor standards – effectively illegal child labor. The vessel will be detained until the situation is resolved (e.g., underage person repatriate9】. Such cases are rare but treated very strictly. Score 8.",,,,,,,,
9102,"Dirty, parasites","Living spaces must be clean and habitable. Infestation by rats, cockroaches, bedbugs (“parasites”) or extreme filth (rotten food, sewage spills in accommodation) poses health risks. PSC has detained ships for unsanitary accommodation on MLC grounds when conditions endanger crew health. If they find vermin or gross uncleanness, they will require professional cleaning/fumigati2】. We score 7 – besides health, it indicates neglect by company (possible ISM issues too).","Keep living quarters clean and free of pests; implement regular cleaning and pest control; ensure food storage and preparation areas meet hygiene standardshttps://safety4sea.com/2024-paris-mou-annual-report/#:~:text=Looking%20at%20the%20,both%20in%20numbers%20and%20relatively",,,,,Accommodation cleanliness and pest control deficiencies highlighted under MLC,"Cleanliness of individual cabins, including toilets?","Has a smoking policy been implemented; is it being followed and are designated smoking areas adequately identified? (V)? # Are the garbage storage and disposal facilities in a tidy and hygienic condition? # Has the master been provided with clear instructions regarding any fumigation, prior to arrival at the load port? (V)? # Are the master’s appointed representatives for fumigation trained and is there evidence to show that they have been effectively performing duties associated with this task? (V)? # Have pre-fumigation and post fumigation statements been provided to the master by the fumigator-in-charge? (V)? # Has the master informed the appropriate authorities of the country of destination about the fumigation? (V)? # Is the tunnel area clean free from refuse and is the overall standard of housekeeping satisfactory? (V)? # Are the accommodation spaces safe, provided to a respectable level of health and hygiene and regularly inspected, including checks of ventilation, noise, heating, lighting, and sanitation? (V)? # Is the vessel provided with adequate policies on mental health and mental disorders? (V)?"
9103,Ventilation (Accommodation),"Crew quarters ventilation (air conditioning or fans) must be adequate. In tropics, lack of ventilation can cause heat stress; in cold, dampness/mold. If ventilation is not functioning or insufficient (e.g., blown AC and no other airflow), PSC will cite it. Under MLC, accommodation should be “adequately ventilated.” It’s moderate – usually not detainable unless it’s extreme and crew are suffering acute issues. They’ll urge repair of HVAC. Score 5.",,Updated NSCV standards for visibility and accommodation,"Ensure compliance with updated NSCV Part C1: improve wheelhouse visibility, provide continuous safety rails on pilot vessels, clarify assembly station requirements, upgrade emergency escape signage and low-level lighting, enhance accommodation standards (noise levels, sanitation facilities, air quality, bunk sizes), and establish “no climb zones” to prevent children falling overboardhttps://www.amsa.gov.au/news-community/news-and-media-releases/updated-standard-wheelhouse-visibility-escape-accommodation",,,,Condition of accommodation vents / recirc flaps of AC system?,"Does the Air Handling Unit (AHU) maintain a comfortable temperature and is there recorded evidence of regular maintenance and cleaning of AHU available? (V)? # Does the vessel’s manager produce a guideline for under keel clearance and air draft clearance? # Is if the vessel has a duct keel, is the access, mechanical ventilator, and lighting adequate and is it free of water? (V)? # Are cargo hold ventilation systems being maintained in good condition? (V)? # Are the master and / or chief officer familiar with the rules for deciding to ventilate the cargo holds during the voyage? (V)? # Is ventilation of cargo holds, where required, being carried out and recorded? (V)? # Is an operation manual for the ventilation system in a ro-ro cargo space provided and do records on board verify that the air quality is tested? (V)? # Have the air conditioning intakes for the accommodation, the engine room and other spaces been set to prevent the possibility of drawing in fumigant gas? (V)? # Are master and/or chief officer familiar with the rules for deciding when to ventilate the cargo holds during the voyage? (V)? # Is ventilation of cargo holds being carried out and recorded? (V)? # Is the ventilation system of the tunnel area in order, and is there documented evidence to confirm that the ventilators are working to their operational capacity? (V)? # Are the vents and air pipes on weather decks maintained in good order and are they clearly marked to indicate the compartment they serve? (V)? # Are the accommodation spaces provided with adequate heating systems? (V)?"
9104,Heating,"In colder climates, accommodations must have heating. If a ship in winter has no heating and crew quarters are very cold, that’s a deficiency (risk of illness). PSC will note and insist on fix (portable heaters or repair) before sailing in cold regions. If ship stays in tropical zones, heating is less an issue. So severity depends on context; average 4.",,,,,,,Condition of Accomodation AC / heating? # Availability of normal temp/hot water at all decks?,Are personnel provided with appropriate protective equipment suitable for sub- freezing temperature? (V)? # Are the accommodation spaces provided with adequate heating systems? (V)?
9105,Noise,"Excessive noise in accommodation (engines, propeller, machinery noise) can cause long-term hearing damage and fatigue. MLC and IMO have guidelines on acceptable noise levels. Realistically, PSC doesn’t have noise meters typically, but could act if noise is obviously extreme (like crew cannot sleep due to noise). It’s minor in enforcement priority; they might suggest a class noise survey if crew complain. Low severity.",,Updated NSCV standards for visibility and accommodation,"Ensure compliance with updated NSCV Part C1: improve wheelhouse visibility, provide continuous safety rails on pilot vessels, clarify assembly station requirements, upgrade emergency escape signage and low-level lighting, enhance accommodation standards (noise levels, sanitation facilities, air quality, bunk sizes), and establish “no climb zones” to prevent children falling overboardhttps://www.amsa.gov.au/news-community/news-and-media-releases/updated-standard-wheelhouse-visibility-escape-accommodation",,,,,
9106,Sanitary facilities,"Sanitary facilities (toilets, showers, washbasins) must be in working order and adequate number. If toilets are all out of order or insufficient for crew, that’s both a health hazard and violation of MLC. PSC has detained ships where toilets were not functioning (e.g., all heads backed up) as it’s unsafe and undignified for cr2】. Score 6 – significant and must be fixed quickly (arrange shore use or repair).",,,,,,,Cleanliness of common toilets on various decks?,
9107,Drainage,"Deck drains and internal drainage in accommodations (sinks, showers) should be functioning to remove waste water. If constantly clogged, living spaces can flood or breed bacteria. Not usually a detention item unless it’s causing unsanitary conditions. PSC will note and require plumbing fixes. Low-moderate.",,,,,,,,
9108,Lighting (Accommodation),"Adequate lighting in cabins and messes is required (for comfort and to avoid accidents). If many lights are out and it’s very dim, it violates habitability standards. Easy to fix (change bulbs). Minor severity.",,Updated NSCV standards for visibility and accommodation,"Ensure compliance with updated NSCV Part C1: improve wheelhouse visibility, provide continuous safety rails on pilot vessels, clarify assembly station requirements, upgrade emergency escape signage and low-level lighting, enhance accommodation standards (noise levels, sanitation facilities, air quality, bunk sizes), and establish “no climb zones” to prevent children falling overboardhttps://www.amsa.gov.au/news-community/news-and-media-releases/updated-standard-wheelhouse-visibility-escape-accommodation",,,,"Housekeeping, Painting and Lighting?",Is the cosmetic appearance of the superstructure satisfactory? (V)?
9109,"Pipes, wires (insulation)","Exposed hot pipes or uninsulated wiring in living areas pose burns or electrical shock risks. For example, a steam pipe running through a cabin without lagging can burn crew; exposed electrical wires can electrocute or spark a fire. PSC takes safety hazards to crew seriously – these would violate MLC “safe accommodations” and possibly SOLAS (electrical standards). They’ll require insulation and proper enclosures immediately. Score 6.",,,,,,,,"Are the main, emergency switchboards and local starter panels surrounded by non- conducting mat and are the mats in good order? (V)?"
9110,Electrical devices,"This could refer to unsafe personal electrical appliances or ship-provided devices in cabins (improper adapters, space heaters causing fire hazard). If PSC sees, e.g., jury-rigged wiring to a hot plate in a cabin, they’ll cite it and likely have it removed. It’s moderate – addresses potential fire sources in living quarters.",,,,,,,,
9111,Sickbay,"Ships with >15 crew on long voyages must have a dedicated hospital/sickbay. If required and not present (or converted to other use), or if the sickbay is unhygienic/unusable, that’s an MLC violation. PSC will score it moderate – important for crew healthcare but not urgent unless someone is currently ill and can’t be cared for.","Maintain a clean, well-equipped sickbay; ensure availability of trained medical personnel; keep an up-to-date inventory of medicines and equipmenthttps://safety4sea.com/2024-paris-mou-annual-report/#:~:text=Looking%20at%20the%20,both%20in%20numbers%20and%20relatively",,,,,Sickbay and medical facilities deficiencies noted in 2024 report,,"Is if provided, is the ship’s hospital properly equipped, clean, hygienic and for medical use only? (V & M)?"
9112,Medical equipment,"The medical locker must contain medicines and first aid equipment as per IMO’s Medical First Aid Guide / flag requirements. If essential medicines are missing or expired (e.g., no antibiotics, no pain meds, no sutures), crew life could be at risk in emergencies with no treatment. PSC often checks the medicine inventory against the required list. A serious lack (say nothing to treat injuries, no stretcher) can lead to detention under MLC until restock2】. Score 7.","Keep required medical equipment onboard; store it properly; check expiry dates and replenish supplies; train crew on use of medical equipmenthttps://safety4sea.com/2024-paris-mou-annual-report/#:~:text=Looking%20at%20the%20,both%20in%20numbers%20and%20relatively",,,,,Medical equipment deficiencies under MLC,"Cleanliness of Hospital, Record and availability of medicines, condition of Medical oxygen and equipment. Test of call alarm.?","Is any special emergency equipment required by IMSBC on board(as applicable) and in a state of readiness during the cargo operation? (V)? # Is if refrigerated containers are carried, are sufficient spare parts available on board? (V)? # Is critical equipment identified and are a sufficient spare part available as per the manufacturers’ recommendations? (V & M)? # Is if provided, is the ship’s hospital properly equipped, clean, hygienic and for medical use only? (V & M)?"
9113,Access/structure,"Safe structural access in accommodation – for instance, stairs must have handrails, doors not dangerously low height (leading to head injuries). If PSC finds something like a ladder to bridge with broken rungs or a missing railing on a high catwalk in accommodation, they’ll cite it as unsafe. Needs quick fixing. Moderate.",,NCP 2024-25: Watertight integrity & maintenance,Maintain access and structure; ensure manholes and covers are watertight; check structures for corrosion and distortion; take corrective action when deficiencies are found.,,,,,"Are accommodation ladders and gangways maintained in good condition, marked clearly, and inspected regularly (V)? # Is the steel structure of girders and trolleys free of deformation? Are the access and service platforms of the gantry cranes, including vertical ladders, ladders cages, rungs, stations and platforms being maintained, free of corrosion and in good order? (V)?"
9114,Sleeping room,"Standards for crew bedrooms (size, number of occupants per cabin). If, say, more people are crammed in a cabin than allowed or room is too small per MLC, it’s a deficiency. Also, basic amenities (mattress, bedding) must be provided. PSC will note and require compliance (like reduce occupancy or refit cabin). Not immediately dangerous but affects welfare. Moderate-low.",,,,,,,,
9115,No direct openings into sleeping rooms cargo/mach.,"MLC and ILO conventions forbid that living quarters open directly into cargo spaces or machinery spaces (to avoid fumes, noise). If PSC finds a cabin door that opens into, say, a cargo hold or engine room (perhaps on a retrofitted ship), that’s a serious design flaw. It can expose crew to hazardous atmosphere (e.g., cargo vapors leaking in). They would likely detain until that opening is sealed or cabin relocated, because it’s a direct threat to crew health. Score 8.",,,,,,,,"Are the master and / or chief officer familiar with the rules for deciding to ventilate the cargo holds during the voyage? (V)? # Have the air conditioning intakes for the accommodation, the engine room and other spaces been set to prevent the possibility of drawing in fumigant gas? (V)? # Are master and/or chief officer familiar with the rules for deciding when to ventilate the cargo holds during the voyage? (V)?"
9116,Furnishings,"Crew cabins must have adequate furniture (bed, desk, locker). If furnishings are missing or in disrepair (no locker for clothes, etc.), it’s a minor MLC non-compliance. PSC will require providing those but it’s low severity.",,,,,,,"Cleanliness of individual cabins, including toilets?","Are galley appliances, audio-visual equipment, and other electrical equipment inside the accommodation in good order? (V)?"
9117,"Berth dimensions, etc.","Bunk size and arrangement must meet minimums. If bunks are too small or stacked more than 2 high without special exemption, it’s a technical violation. Not likely to cause detention; PSC notes it and owners eventually must rectify (especially on older ships that might not fully comply). Low severity.",,,,,,,,
9118,Clear head,"Accommodation headroom must be at least a certain height (e.g., 2 meters in cabins per MLC). If some areas have less (older ships might have narrow headroom), it’s a minor deficiency unless it’s egregious (crew constantly hitting heads). PSC usually would not detain for this on existing ships – it might be grandfathered or need addressing at next refit. Very low severity.",,,,,,,,
9119,Messroom (location),"The mess and recreational facilities should be located away from work areas (not in engine room, etc.). If the design is odd, PSC might note it, but unless it clearly violates MLC guidelines, it’s minor.",,,,,,,,
9120,Oil skin locker,"There should be a place (drying locker) for wet work clothing (oilskins) outside of sleeping rooms. If not provided, crew might have to dry wet gear in cabins, causing dampness. Minor issue; PSC might mention it if missing, but not a detention item.",,,,,,,SOPEP locker equipment adequate?,Are the stores located inside the accommodation and on the weather decks clean and tidy? (V)? # Are dryers inside the laundries clear of any build-up of lint? (V)?
9121,Laundry,"Crew must have access to laundry facilities (washing machine, etc.). If none or inadequate (say 20 crew and a single domestic washer that’s broken), it’s an inconvenience but also hygiene issue long-term. PSC will note it – moderate-low severity; requires fix but not urgent.",,,,,,,Housekeeping and painting?,Are there guidelines and procedures for hold cleaning in place (V)? # Are dryers inside the laundries clear of any build-up of lint? (V)?
9122,Record of inspection (Accommodation),"MLC requires the master or designated officer to inspect accommodation and catering facilities regularly (often weekly) and record the inspections. If no records, it suggests the ship isn’t monitoring living conditions. PSC will cite the lack of documentation (and possibly scrutinize conditions more). It’s a procedural MLC issue – moderate-low severity itself.",,,,,,,ODMCS operation/records. Review of ORB Part II entries? # Inspection Records?,"Are walk-rounds of the entire system carried out regularly, recorded and are the staff conducting the rounds aware of their duties? (V)? # Is the master/chief officer suitably trained in the inspection and maintenance of hatch covers? (V)?"
9124,"Galley, handlingroom (maintenance)","(Note: Code jump from .22 to .24 implies some codes reserved .23). The galley and food handling areas must be clean and well-maintained. PSC frequently checks for galley cleanliness, functioning cooking equipment, proper food storage (e.g., no flaking paint above food prep areas). If the galley is filthy or equipment like stoves or fridges are broken, it can cause food-borne illness or fire. They’ll require immediate deep cleaning or equipment repair. Score 5 – important for crew health; serious deficiencies here can contribute to MLC detentions if food safety is at risk.","Maintain galley and food-handling areas in a clean condition; ensure food handlers are trained in hygiene; store food properly to prevent contamination; record cleaning scheduleshttps://safety4sea.com/2024-paris-mou-annual-report/#:~:text=Looking%20at%20the%20,both%20in%20numbers%20and%20relatively",,,,,Galley and food-handling cleanliness deficiencies,"Housekeeping and hygiene in galley and common spaces in accommodation. Galley floor tiles in good condition, no leaking taps.? # Housekeeping and painting? # Housekeeping, Painting and Lighting?","Is the standard of housekeeping in the machinery space and steering gear room satisfactory and are they clean and free from obvious leaks? (V)? # Are galley appliances, audio-visual equipment, and other electrical equipment inside the accommodation in good order? (V)?"
9127,Cleanliness,"General cleanliness of accommodation and galley. If living spaces are very dirty (beyond just untidy – e.g., mold growth, garbage not emptied, floors grimy), that’s a health hazard and reflects poor management. PSC will give a deficiency and may require a thorough cleaning before departure (especially galley, provisions stores, toilets). If extreme (vermin, etc.), could detain on MLC grounds until clean2】. Score 6.","Implement regular cleaning routines for accommodation and sanitary facilities; ensure toilets and washrooms are clean and functional; maintain records of cleaning and maintenancehttps://safety4sea.com/2024-paris-mou-annual-report/#:~:text=Looking%20at%20the%20,both%20in%20numbers%20and%20relatively",,,,,Cleanliness issues in accommodation and sanitary facilities,"Housekeeping and hygiene in galley and common spaces in accommodation. Galley floor tiles in good condition, no leaking taps.? # Cleanliness of common toilets on various decks? # Cleanliness of individual cabins, including toilets? # Cleanliness of Hospital, Record and availability of medicines, condition of Medical oxygen and equipment. Test of call alarm.? # Housekeeping and painting? # Check of records of Saturday Routines/ Monthly / Quarterly Routines of Safety / Pollution Prevention Equipment. Any concerns here to be immediately attended? # Housekeeping, Painting and Lighting?","Has a smoking policy been implemented; is it being followed and are designated smoking areas adequately identified? (V)? # Are the garbage storage and disposal facilities in a tidy and hygienic condition? # Are there guidelines and procedures for hold cleaning in place (V)? # Is the vibrator system in good order and is there recorded evidence of regular inspection as per manufacturer recommendations? (V)? # Is the tunnel area clean free from refuse and is the overall standard of housekeeping satisfactory? (V)? # Are the stores located inside the accommodation and on the weather decks clean and tidy? (V)? # Are the accommodation spaces safe, provided to a respectable level of health and hygiene and regularly inspected, including checks of ventilation, noise, heating, lighting, and sanitation? (V)?"
9128,Provisions quantity,"(MLC Reg.3.2) Adequate food stores for voyage must be on board. If PSC calculates or observes that provisions are insufficient for number of crew and duration (or crew complain of food shortages), it’s detainable under MLC. Cases have occurred where PSC held ships in port until they took more food because starving crew is obviously unacceptable. Score 8 – directly affects crew survival and morale.",,,,,,,,Has the master been provided with a monthly welfare budget? (V)?
9129,Provisions quality,"Food quality (not spoiled, good nutritional value) is as important as quantity. If PSC finds spoiled meat in the freezer, perished vegetables, or crew raise issues of sub-standard food (e.g., insect-infested rice), they will act. They may detain or give the ship a short deadline to load fresh supplies before saili2】. This is high severity on welfare grounds – bad food can cause sickness and violates MLC.","Provide adequate quantities of quality food and drinking water, considering nutritional and cultural needs; inspect food quality and storage regularly; document provisioning practiceshttps://safety4sea.com/2024-paris-mou-annual-report/#:~:text=Looking%20at%20the%20,both%20in%20numbers%20and%20relatively",,,,,Quality of provisions deficiencies recorded under MLC,Condition of provisions/potable fresh water?,
9130,"Water, pipes, tanks","(MLC Reg.3.2) Potable water supply must be sufficient and safe. If freshwater tanks are contaminated (rust, algae) or the evaporation plant is not producing enough water, or if PSC tests water and finds it unsafe (bacteria), it’s very serious. Ships have been detained for not providing safe drinking water. The crew cannot survive without potable water – PSC will require immediate remedy (e.g., take water from shore, clean tanks) before departure. Score 8.",,,,,,,Condition of provisions/potable fresh water? # Record of potable water testing?,
9131,Cold room,"The cold storage room’s condition (structure) – e.g., if the insulation or door seals are damaged, the room may not stay cold. If it struggles to maintain temperature, food could spoil. PSC will cite if the freezer/fridge can’t keep things frozen – moderate severity, needs repair to avoid food loss (and then ties into provision quality).",,,,,,,,"Are the door seals, catches and alarm system of the refrigerated space in good order? (V)?"
9132,Cold room temperature,"PSC may check that the meat freezer is at or below -18°C and fridges ~4°C. If not (say freezer is -5°C only), food may be slowly spoiling. They will insist on fixing the refrigeration plant. It’s a moderate health issue – if outside safe ranges, could cause food poisoning.",,,,,,,,"Is there a procedure for monitoring the temperature of refrigerated containers and are records maintained? (V)? # Are the door seals, catches and alarm system of the refrigerated space in good order? (V)?"
9133,Cold room cleanliness,"The cleanliness of refrigerated stores: if there’s old spilled food, blood, etc., it can breed bacteria. PSC would require a cleaning. Important for hygiene but relatively easily fixed – score 4.",,,,,,,,
9134,Food personal hygiene,"Are cooks and galley staff following hygiene practices (hair nets, hand washing, etc.). PSC might not directly observe day-to-day, but they check if the cook has a health certificate in some ports and general galley practice. If very poor hygiene (e.g., no soap for handwashing in galley), it’s moderate – could cause crew illness.",,,,,,,,
9135,Food temperature,"Whether hot food is kept hot and cold food cold to prevent bacterial growth. PSC might note if, for example, the ship isn’t using a bain-marie to keep buffet food warm. It’s a minor point usually – they could advise better practice. Low severity unless clear risk (like cooked food left out for hours).",,,,,,,,Is there a procedure for monitoring the temperature of refrigerated containers and are records maintained? (V)?
9136,Food segregation,"Storing raw and cooked foods separately, and allergens separate, etc. If PSC sees raw meat stored above vegetables (dripping contamination), they’ll instruct correcting it. It’s a minor training issue. Score 3.",,,,,,,,
9137,Record of inspection,"MLC expects the master or designate to inspect provisions, galley, and record it (often weekly along with accommodation inspection). If records of these inspections aren’t present, it implies they might not be done (leading to issues like spoiled food going unnoticed). It’s a minor procedural deficiency.",,,,,,,"Condition and number of EEBDs. Service records availability. If replacecable type, validity of expiry date? # Review of survey statements for prior damages and reports? # Any visible dents? If yes, are they included in Class records? # ODMCS operation/records. Review of ORB Part II entries? # Random Check of chart correction status? # Inspection Records? # Note - Each category gives guidance on it's own score. Even though total score may be in above mentioned ranges, a low score in individual categories should drive an expanded inspection in those areas of concern.?",Are the master’s appointed representatives for fumigation trained and is there evidence to show that they have been effectively performing duties associated with this task? (V)? # Have pre-fumigation and post fumigation statements been provided to the master by the fumigator-in-charge? (V)? # Is the vibrator system in good order and is there recorded evidence of regular inspection as per manufacturer recommendations? (V)? # Has the master been provided with a monthly welfare budget? (V)?
9198,Other (crew and accommodation),"Other crew living condition issues not captured above – possibly things like lack of privacy, or no onboard recreational facilities, etc. Severity moderate by default; depends on specific issue.",,,,,,,,Are the ship’s staff provided with adequate recreation facilities on board the ship? (V)?
9199,Other (food),Other catering-related issues – perhaps missing catering crew qualifications or special dietary provisions not given. Generally moderate.,,,,,,,,
92,Working and Living Conditions - Working Conditions,,,,,,,,,
9201,Ventilation (Working spaces),"Ventilation in engine room, workshop, etc., must remove heat and fumes. If engine room ventilation fans are not working, temperatures can soar, risking heatstroke for engineers and even machinery overheating. PSC will cite and possibly require manned engine room with open doors (compromise that can introduce other hazards) or fix fans. Moderate severity – needs remedy for crew comfort and safety.",,Updated NSCV standards for visibility and accommodation,"Ensure compliance with updated NSCV Part C1: improve wheelhouse visibility, provide continuous safety rails on pilot vessels, clarify assembly station requirements, upgrade emergency escape signage and low-level lighting, enhance accommodation standards (noise levels, sanitation facilities, air quality, bunk sizes), and establish “no climb zones” to prevent children falling overboardhttps://www.amsa.gov.au/news-community/news-and-media-releases/updated-standard-wheelhouse-visibility-escape-accommodation",,,,Condition of accommodation vents / recirc flaps of AC system?,"Are purifier rooms and fuel and lubricating oil handling areas ventilated, free of oil leaks and clean? (V)? # Is ventilation of cargo holds, where required, being carried out and recorded? (V)? # Have the air conditioning intakes for the accommodation, the engine room and other spaces been set to prevent the possibility of drawing in fumigant gas? (V)? # Is ventilation of cargo holds being carried out and recorded? (V)? # Is the ventilation system of the tunnel area in order, and is there documented evidence to confirm that the ventilators are working to their operational capacity? (V)? # Are engine room emergency stops for ventilation fans and the closing mechanism of ventilation supply and exhaust ducts clearly marked, in working condition, and do records indicate that they have been regularly tested? (V)? # Are the protective guards, shields and emergency stop of the engine room workshop tools being maintained in good order? (V)?"
9202,Heating,"E.g., heating on the bridge in Arctic service or in deck workshops in cold weather. If inadequately heated, crew could suffer in cold, but usually personal protective clothing mitigates it. Minor in most cases.",,,,,,,Condition of Accomodation AC / heating? # Availability of normal temp/hot water at all decks?,Are personnel provided with appropriate protective equipment suitable for sub- freezing temperature? (V)? # Are the accommodation spaces provided with adequate heating systems? (V)?
9203,Lighting (Working spaces),"Poor lighting in engine rooms, cargo holds during work, or deck working areas at night can cause accidents (trips, falls, misreading gauges). PSC often notes if engine room lighting is very dim (many lights out). They’ll require replacing bulbs/fix circuits. Moderate severity – easily fixable but important for safety.",,Updated NSCV standards for visibility and accommodation,"Ensure compliance with updated NSCV Part C1: improve wheelhouse visibility, provide continuous safety rails on pilot vessels, clarify assembly station requirements, upgrade emergency escape signage and low-level lighting, enhance accommodation standards (noise levels, sanitation facilities, air quality, bunk sizes), and establish “no climb zones” to prevent children falling overboardhttps://www.amsa.gov.au/news-community/news-and-media-releases/updated-standard-wheelhouse-visibility-escape-accommodation",,,,"Condition of light fittings, ladders, portholes on accom decks?","Are the self-igniting lights of lifebuoys located in the hazardous area intrinsically safe? # Is all lighting around the bunker area Ex-rated and does it appear adequate to illuminate the bunker area? # Are light fittings in the tunnel conveyor Ex‘d’ rated and in good condition? (V)? # Are the boom conveyor and /or shuttle conveyor, where applicable, walkway lights and, floodlights in good working condition? (V)? # Is the lighting illumination level in engine room space adequate (V)? # Are portable and fixed cargo lights used for illumination of cargo holds inspected regularly and maintained in good condition? (V)? # Are the explosion-proof lights in paint lockers, acetylene stores or similar spaces in good condition? (V)?"
9204,Safe means of access,"A broad requirement that all areas crew must access (e.g., to handle cargo, go aloft, enter holds) have safe ladders, gangways, gratings, and are free of obstacles. If PSC sees crew climbing on improvised platforms or a missing section of catwalk with no guardrail, they respond strongly. Falls from height or into the sea are leading causes of maritime fatalities. For example, a gangway without a safety net or a broken pilot ladder step is often an immediate detention until fixed because it’s imminently dangerous. Score 8.",,,,"2025 Focused inspection campaign on pilot transfer arrangements highlighted deficiencies in ladder maintenance and rigginghttps://mfame.guru/tokyo-mou-raises-alarm-over-pilot-transfer-arrangement-safety/#:~:text=The%20Tokyo%20Memorandum%20of%20Understanding,pilot%20transfer%20arrangements%20on%20vessels.","Ensure safe means of access including pilot ladders are correctly rigged and secured; lock stanchions; train crew to identify and rig pilot ladders; carry out regular inspections and maintenance; replace damaged or non‑compliant laddershttps://mfame.guru/tokyo-mou-raises-alarm-over-pilot-transfer-arrangement-safety/#:~:text=Common%20Hazards%20in%20Pilot%20Transfer,Setups.",,"Condition of access ladders inside the cargo holds? # Condition of pipe supports, catwalk, ladders, gangways and net for same?","Is a safe means of access to the vessel being provided? (V)? # Are pilot ladders used for pilot transfer in good condition and inspected regularly, clearly identified with tags or with permanent marking and are maintenance records available? (V)? # Is if the vessel is provided with a helicopter operating area, does the area comply with the requirements of ICS guidelines, and is there a safe access from the hatch cover to deck? (V)? # Are the access points to cargo holds, ballast tanks, and void spaces including vertical ladders, spiral ladders, rungs, stations, and platforms being maintained and in good order? (V)? # Are the safety devices of gantry cranes in good order and is there recorded evidences of regular testing? (V)? # Is if the operator’s cabin of a gantry crane travels with the horizontal movement of a load, is the crane operator able to leave the cabin safely in case of power failure or another emergency? (V)? # Is if a platform has been provided on the top of the crane roof for helicopter winching operations, does the area comply with the requirements of ICS guidelines? (V)? # Is if the gantry crane is equipped with a pilot ladder hoist, is the system being by-passed and not in use? (V)? # Is the steel structure of girders and trolleys free of deformation? Are the access and service platforms of the gantry cranes, including vertical ladders, ladders cages, rungs, stations and platforms being maintained, free of corrosion and in good order? (V)?"
9205,Safe means of access shore - ship,"Specifically the ship’s gangway or accommodation ladder for port access. If it’s unsafe (broken steps, no safety net, too short, excessive angle), both crew and port visitors/pilots are in danger. PSC and port state authorities routinely detain ships for dangerously rigged gangways or will stop operations until corrected, as falls from gangways are unfortunately common. This is high severity – in many jurisdictions, a ship won’t be cleared if the boarding arrangement isn’t as per regulations. Score 8.",,,,"2025 Focused inspection campaign on pilot transfer arrangements highlighted deficiencies in ladder maintenance and rigginghttps://mfame.guru/tokyo-mou-raises-alarm-over-pilot-transfer-arrangement-safety/#:~:text=The%20Tokyo%20Memorandum%20of%20Understanding,pilot%20transfer%20arrangements%20on%20vessels.","Ensure safe access between shore and ship including pilot ladders and accommodation ladders; properly secure and rig ladders; lock stanchions; conduct regular inspections and crew training; replace any damaged or non‑compliant laddershttps://mfame.guru/tokyo-mou-raises-alarm-over-pilot-transfer-arrangement-safety/#:~:text=Common%20Hazards%20in%20Pilot%20Transfer,Setups.",,Condition of access ladders inside the cargo holds?,"Are the International Shore Connection fitting arrangements clearly marked and well maintained and are the crew aware of their location? (V)? # Is a safe means of access to the vessel being provided? (V)? # Are accommodation ladders and gangways maintained in good condition, marked clearly, and inspected regularly (V)? # Are pilot ladders used for pilot transfer in good condition and inspected regularly, clearly identified with tags or with permanent marking and are maintenance records available? (V)? # Is if the vessel is provided with a helicopter operating area, does the area comply with the requirements of ICS guidelines, and is there a safe access from the hatch cover to deck? (V)? # Has the vessel been provided with procedures for the safe operation of the gantry crane? (V)? # Are check lists in place and being used to cover the check before use, starting the crane and releasing the crane from sea stowage? Is a procedure in place for safe travelling of the gantry crane on deck and are crew familiar with the procedure? (V)? # Is if the gantry crane is equipped with a pilot ladder hoist, is the system being by-passed and not in use? (V)? # Is the whole mooring deck area marked with clearly visible signage and considered a danger? (V)? # Is access to the ship being controlled by an adequate deck watch? (V)? # Have preventive measures been taken by the master and crew during the stay in port and prior to departure to prevent stowaways? (V)?"
